Specimen ID,Intermediate host (if applicable),Taxonomic name,Lifestage,Country,Locality,Collection date,Storage method,No. of samples
8182397,,Schistosoma haematobium,miracidia,Niger,Lata,6/22/2013,FTA card /dry,24
8182396,,Schistosoma haematobium,miracidia,Niger,Lata,6/22/2013,FTA card /dry,25
8182395,,Schistosoma haematobium,miracidia,Niger,Lata,6/22/2013,FTA card /dry,63
8182394,,Schistosoma haematobium,miracidia,Niger,Lata,6/22/2013,FTA card /dry,21
8182393,,Schistosoma haematobium,miracidia,Niger,Lata,6/22/2013,FTA card /dry,24
8182392,,Schistosoma haematobium,miracidia,Niger,Lata,6/22/2013,FTA card /dry,24
8182391,,Schistosoma haematobium,miracidia,Niger,Lata,6/22/2013,FTA card /dry,63
8182390,,Schistosoma haematobium,miracidia,Niger,Lata,6/22/2013,FTA card /dry,63
8182389,,Schistosoma haematobium,miracidia,Niger,Lata,6/22/2013,FTA card /dry,55
8182388,,Schistosoma haematobium,miracidia,Niger,Lata,6/22/2013,FTA card /dry,11
8182387,,Schistosoma haematobium,miracidia,Niger,Lata,6/22/2013,FTA card /dry,30
8182386,,Schistosoma haematobium,miracidia,Niger,Lata,6/22/2013,FTA card /dry,63
8182385,,Schistosoma haematobium,miracidia,Niger,Lata,6/22/2013,FTA card /dry,48
8182384,,Schistosoma haematobium,miracidia,Niger,Lata,6/22/2013,FTA card /dry,30
8182383,,Schistosoma haematobium,miracidia,Niger,Bangou Koirey,6/21/2013,FTA card /dry,29
8182382,,Schistosoma haematobium,miracidia,Niger,Bangou Koirey,6/21/2013,FTA card /dry,27
8182381,,Schistosoma haematobium,miracidia,Niger,Bangou Koirey,6/21/2013,FTA card /dry,6
8182380,,Schistosoma haematobium,miracidia,Niger,Bangou Koirey,6/21/2013,FTA card /dry,20
8182379,,Schistosoma haematobium,miracidia,Niger,Bangou Koirey,6/21/2013,FTA card /dry,25
8182378,,Schistosoma haematobium,miracidia,Niger,Bangou Koirey,6/21/2013,FTA card /dry,24
8182377,,Schistosoma haematobium,miracidia,Niger,Bangou Koirey,6/21/2013,FTA card /dry,24
8182376,,Schistosoma haematobium,miracidia,Niger,Bangou Koirey,6/21/2013,FTA card /dry,25
8182375,,Schistosoma haematobium,miracidia,Niger,Bangou Koirey,6/21/2013,FTA card /dry,5
8182374,,Schistosoma haematobium,miracidia,Niger,Bangou Koirey,6/21/2013,FTA card /dry,24
8182373,,Schistosoma haematobium,miracidia,Niger,Bangou Koirey,6/21/2013,FTA card /dry,11
8182372,,Schistosoma haematobium,miracidia,Niger,Bangou Koirey,6/21/2013,FTA card /dry,26
8182371,,Schistosoma haematobium,miracidia,Niger,Bangou Koirey,6/21/2013,FTA card /dry,27
8182370,,Schistosoma haematobium,miracidia,Niger,Bangou Koirey,6/21/2013,FTA card /dry,24
8182369,,Schistosoma haematobium,miracidia,Niger,Bangou Koirey,6/21/2013,FTA card /dry,27
8182368,,Schistosoma haematobium,miracidia,Niger,Bangou Koirey,6/21/2013,FTA card /dry,23
8182367,,Schistosoma haematobium,miracidia,Niger,Bangou Koirey,6/21/2013,FTA card /dry,15
8182366,,Schistosoma haematobium,miracidia,Niger,Bangou Koirey,6/21/2013,FTA card /dry,10
8182365,,Schistosoma haematobium,miracidia,Niger,Bangou Koirey,6/21/2013,FTA card /dry,18
8182364,,Schistosoma haematobium,miracidia,Niger,Yoreize Koira,6/20/2013,FTA card /dry,61
8182363,,Schistosoma haematobium,miracidia,Niger,Yoreize Koira,6/20/2013,FTA card /dry,3
8182362,,Schistosoma haematobium,miracidia,Niger,Yoreize Koira,6/20/2013,FTA card /dry,17
8182361,,Schistosoma haematobium,miracidia,Niger,Yoreize Koira,6/20/2013,FTA card /dry,6
8182360,,Schistosoma haematobium,miracidia,Niger,Yoreize Koira,6/20/2013,FTA card /dry,4
8182359,,Schistosoma haematobium,miracidia,Niger,Yoreize Koira,6/20/2013,FTA card /dry,25
8182358,,Schistosoma haematobium,miracidia,Niger,Yoreize Koira,6/20/2013,FTA card /dry,24
8182357,,Schistosoma haematobium,miracidia,Niger,Yoreize Koira,6/20/2013,FTA card /dry,25
8182355,,Schistosoma haematobium,miracidia,Niger,Yoreize Koira,6/20/2013,FTA card /dry,24
8182354,,Schistosoma haematobium,miracidia,Niger,Yoreize Koira,6/20/2013,FTA card /dry,63
8182353,,Schistosoma haematobium,miracidia,Niger,Yoreize Koira,6/20/2013,FTA card /dry,24
8182352,,Schistosoma haematobium,miracidia,Niger,Yoreize Koira,6/20/2013,FTA card /dry,10
8182351,,Schistosoma haematobium,miracidia,Niger,Yoreize Koira,6/20/2013,FTA card /dry,16
8182350,,Schistosoma haematobium,miracidia,Niger,Yoreize Koira,6/20/2013,FTA card /dry,24
8182349,,Schistosoma haematobium,miracidia,Niger,Yoreize Koira,6/20/2013,FTA card /dry,23
8182348,,Schistosoma haematobium,miracidia,Niger,Yoreize Koira,6/20/2013,FTA card /dry,8
8182347,,Schistosoma haematobium,miracidia,Niger,Yoreize Koira,6/20/2013,FTA card /dry,23
8182346,,Schistosoma haematobium,miracidia,Niger,Yoreize Koira,6/20/2013,FTA card /dry,24
8182345,,Schistosoma haematobium,miracidia,Niger,Yoreize Koira,6/20/2013,FTA card /dry,5
8182344,,Schistosoma haematobium,miracidia,Niger,Yoreize Koira,6/20/2013,FTA card /dry,25
8182343,,Schistosoma haematobium,miracidia,Niger,Yoreize Koira,6/20/2013,FTA card /dry,24
8182342,,Schistosoma haematobium,miracidia,Niger,Yoreize Koira,6/20/2013,FTA card /dry,24
8182341,,Schistosoma haematobium,miracidia,Niger,Yoreize Koira,6/20/2013,FTA card /dry,10
8182340,,Schistosoma haematobium,miracidia,Niger,Yoreize Koira,6/20/2013,FTA card /dry,19
8182339,,Schistosoma haematobium,miracidia,Niger,Yoreize Koira,6/20/2013,FTA card /dry,18
8182338,,Schistosoma haematobium,miracidia,Niger,Yoreize Koira,6/20/2013,FTA card /dry,3
8182337,,Schistosoma haematobium,miracidia,Niger,Yoreize Koira,6/20/2013,FTA card /dry,13
8182336,,Schistosoma haematobium,miracidia,Niger,Yoreize Koira,6/20/2013,FTA card /dry,25
8182335,,Schistosoma haematobium,miracidia,Niger,Yoreize Koira,6/20/2013,FTA card /dry,23
8182333,,Schistosoma haematobium,miracidia,Niger,Yoreize Koira,6/20/2013,FTA card /dry,10
8182332,,Schistosoma haematobium,miracidia,Niger,Tagabati,6/19/2013,FTA card /dry,61
8182331,,Schistosoma haematobium,miracidia,Niger,Tagabati,6/19/2013,FTA card /dry,25
8182330,,Schistosoma haematobium,miracidia,Niger,Tagabati,6/19/2013,FTA card /dry,23
8182329,,Schistosoma haematobium,miracidia,Niger,Tagabati,6/19/2013,FTA card /dry,59
8182328,,Schistosoma haematobium,miracidia,Niger,Tagabati,6/19/2013,FTA card /dry,6
8182327,,Schistosoma haematobium,miracidia,Niger,Koutoukale,6/17/2013,FTA card /dry,25
8182326,,Schistosoma haematobium,miracidia,Niger,Koutoukale,6/17/2013,FTA card /dry,23
8182325,,Schistosoma haematobium,miracidia,Niger,Koutoukale,6/17/2013,FTA card /dry,70
8182324,,Schistosoma haematobium,miracidia,Niger,Koutoukale,6/17/2013,FTA card /dry,64
8182323,,Schistosoma haematobium,miracidia,Niger,Koutoukale,6/17/2013,FTA card /dry,39
8182322,,Schistosoma haematobium,miracidia,Niger,Koutoukale,6/17/2013,FTA card /dry,23
8182321,,Schistosoma haematobium,miracidia,Niger,Koutoukale,6/17/2013,FTA card /dry,68
8182320,,Schistosoma haematobium,miracidia,Niger,Koutoukale,6/17/2013,FTA card /dry,65
8182319,,Schistosoma haematobium,miracidia,Niger,Koutoukale,6/17/2013,FTA card /dry,20
8182318,,Schistosoma haematobium,miracidia,Niger,Koutoukale,6/17/2013,FTA card /dry,25
8182317,,Schistosoma haematobium,miracidia,Niger,Koutoukale,6/17/2013,FTA card /dry,68
8182316,,Schistosoma haematobium,miracidia,Niger,Koutoukale,6/17/2013,FTA card /dry,26
8182315,,Schistosoma haematobium,miracidia,Niger,Koutoukale,6/17/2013,FTA card /dry,27
8182314,,Schistosoma haematobium,miracidia,Niger,Koutoukale,6/17/2013,FTA card /dry,65
8182313,,Schistosoma haematobium,miracidia,Niger,Koutoukale,6/17/2013,FTA card /dry,67
8182312,,Schistosoma haematobium,miracidia,Niger,Koutoukale,6/17/2013,FTA card /dry,11
8182311,,Schistosoma haematobium,miracidia,Niger,Koutoukale,6/17/2013,FTA card /dry,64
8182310,,Schistosoma haematobium,miracidia,Niger,Koutoukale,6/17/2013,FTA card /dry,71
8182309,,Schistosoma haematobium,miracidia,Niger,Koutoukale,6/17/2013,FTA card /dry,69
8182308,,Schistosoma haematobium,miracidia,Niger,Koutoukale,6/17/2013,FTA card /dry,65
8182307,,Schistosoma haematobium,miracidia,Niger,Koutoukale,6/17/2013,FTA card /dry,64
8182306,,Schistosoma haematobium,miracidia,Niger,Koutoukale,6/17/2013,FTA card /dry,26
8182305,,Schistosoma haematobium,miracidia,Niger,Koutoukale,6/17/2013,FTA card /dry,69
8182304,,Schistosoma haematobium,miracidia,Niger,Koutoukale,6/17/2013,FTA card /dry,64
8182303,,Schistosoma haematobium,miracidia,Niger,Koutoukale,6/17/2013,FTA card /dry,67
8182302,,Schistosoma haematobium,miracidia,Niger,Koutoukale,6/17/2013,FTA card /dry,67
8182301,,Schistosoma haematobium,miracidia,Niger,Koutoukale,6/17/2013,FTA card /dry,41
8182300,,Schistosoma haematobium,miracidia,Niger,Koutoukale,6/17/2013,FTA card /dry,68
8182299,,Schistosoma haematobium,miracidia,Niger,Koutoukale,6/17/2013,FTA card /dry,27
8182298,,Schistosoma haematobium,miracidia,Niger,Koutoukale,6/17/2013,FTA card /dry,44
8182297,,Schistosoma haematobium,miracidia,Niger,Koutoukale,6/17/2013,FTA card /dry,26
8182296,,Schistosoma haematobium,miracidia,Niger,Koutoukale,6/17/2013,FTA card /dry,68
8182295,,Schistosoma haematobium,miracidia,Niger,Koutoukale,6/17/2013,FTA card /dry,18
8182294,,Schistosoma haematobium,miracidia,Niger,Koutoukale,6/17/2013,FTA card /dry,27
8182293,,Schistosoma haematobium,miracidia,Niger,Koutoukale,6/17/2013,FTA card /dry,26
8182290,,Schistosoma haematobium,miracidia,Niger,Youri,6/16/2013,FTA card /dry,27
8182289,,Schistosoma haematobium,miracidia,Niger,Youri,6/16/2013,FTA card /dry,2
8182287,,Schistosoma haematobium,miracidia,Niger,Doguel Kaina,6/15/2013,FTA card /dry,8
8182286,,Schistosoma haematobium,miracidia,Niger,Doguel Kaina,6/15/2013,FTA card /dry,25
8182285,,Schistosoma haematobium,miracidia,Niger,Doguel Kaina,6/15/2013,FTA card /dry,26
8182284,,Schistosoma haematobium,miracidia,Niger,Say,6/14/2013,FTA card /dry,24
8182283,,Schistosoma haematobium,miracidia,Niger,Say,6/14/2013,FTA card /dry,14
8182282,,Schistosoma haematobium,miracidia,Niger,Say,6/14/2013,FTA card /dry,27
8182281,,Schistosoma haematobium,miracidia,Niger,Say,6/14/2013,FTA card /dry,9
8182280,,Schistosoma haematobium,miracidia,Niger,Say,6/14/2013,FTA card /dry,72
8182279,,Schistosoma haematobium,miracidia,Niger,Say,6/14/2013,FTA card /dry,25
8182278,,Schistosoma haematobium,miracidia,Niger,Say,6/14/2013,FTA card /dry,7
8182277,,Schistosoma haematobium,miracidia,Niger,Say,6/14/2013,FTA card /dry,26
8182276,,Schistosoma haematobium,miracidia,Niger,Say,6/14/2013,FTA card /dry,8
8182275,,Schistosoma haematobium,miracidia,Niger,Say,6/14/2013,FTA card /dry,71
8182274,,Schistosoma haematobium,miracidia,Niger,Say,6/14/2013,FTA card /dry,22
8182273,,Schistosoma haematobium,miracidia,Niger,Say,6/14/2013,FTA card /dry,16
8182272,,Schistosoma haematobium,miracidia,Niger,Say,6/14/2013,FTA card /dry,24
8182271,,Schistosoma haematobium,miracidia,Niger,Say,6/14/2013,FTA card /dry,24
8182270,,Schistosoma haematobium,miracidia,Niger,Say,6/14/2013,FTA card /dry,25
8182269,,Schistosoma haematobium,miracidia,Niger,Say,6/14/2013,FTA card /dry,25
8182268,,Schistosoma haematobium,miracidia,Niger,Say,6/14/2013,FTA card /dry,24
8182267,,Schistosoma haematobium,miracidia,Niger,Say,6/14/2013,FTA card /dry,37
8182266,,Schistosoma haematobium,miracidia,Niger,Dokimana,6/14/2013,FTA card /dry,21
8182265,,Schistosoma haematobium,miracidia,Niger,Dokimana,6/14/2013,FTA card /dry,2
8182264,,Schistosoma haematobium,miracidia,Niger,Tiaguirire,6/13/2013,FTA card /dry,8
8182262,,Schistosoma haematobium,miracidia,Niger,Tiaguirire,6/13/2013,FTA card /dry,24
8182261,,Schistosoma haematobium,miracidia,Niger,Tiaguirire,6/13/2013,FTA card /dry,23
8182260,,Schistosoma haematobium,miracidia,Niger,Tiaguirire,6/13/2013,FTA card /dry,34
8182259,,Schistosoma haematobium,miracidia,Niger,Tiaguirire,6/13/2013,FTA card /dry,38
8182258,,Schistosoma haematobium,miracidia,Niger,Tiaguirire,6/13/2013,FTA card /dry,8
8182256,,Schistosoma haematobium,miracidia,Niger,Tiaguirire,6/13/2013,FTA card /dry,22
8182255,,Schistosoma haematobium,miracidia,Niger,Zama Koira Tegui,6/10/2013,FTA card /dry,10
8182254,,Schistosoma haematobium,miracidia,Niger,Zama Koira Tegui,6/10/2013,FTA card /dry,49
8182253,,Schistosoma haematobium,miracidia,Niger,Zama Koira Tegui,6/10/2013,FTA card /dry,10
8182252,,Schistosoma haematobium,miracidia,Niger,Zama Koira Tegui,6/10/2013,FTA card /dry,44
8182251,,Schistosoma haematobium,miracidia,Niger,Zama Koira Tegui,6/10/2013,FTA card /dry,3
8182250,,Schistosoma haematobium,miracidia,Niger,Zama Koira Tegui,6/10/2013,FTA card /dry,16
8182249,,Schistosoma haematobium,miracidia,Niger,Zama Koira Tegui,6/10/2013,FTA card /dry,12
8182248,,Schistosoma haematobium,miracidia,Niger,Zama Koira Tegui,6/10/2013,FTA card /dry,44
8182247,,Schistosoma haematobium,miracidia,Niger,Zama Koira Tegui,6/10/2013,FTA card /dry,13
8182246,,Schistosoma haematobium,miracidia,Niger,Zama Koira Tegui,6/10/2013,FTA card /dry,28
8182245,,Schistosoma haematobium,miracidia,Niger,Zama Koira Tegui,6/10/2013,FTA card /dry,11
8182244,,Schistosoma haematobium,miracidia,Niger,Zama Koira Tegui,6/10/2013,FTA card /dry,4
8182243,,Schistosoma haematobium,miracidia,Niger,Zama Koira Tegui,6/10/2013,FTA card /dry,11
8182242,,Schistosoma haematobium,miracidia,Niger,Zama Koira Tegui,6/10/2013,FTA card /dry,12
8182241,,Schistosoma haematobium,miracidia,Niger,Zama Koira Tegui,6/10/2013,FTA card /dry,17
8182240,,Schistosoma haematobium,miracidia,Niger,Zama Koira Tegui,6/10/2013,FTA card /dry,47
8182239,,Schistosoma haematobium,miracidia,Niger,Zama Koira Tegui,6/10/2013,FTA card /dry,60
8182238,,Schistosoma haematobium,miracidia,Niger,Zama Koira Tegui,6/10/2013,FTA card /dry,10
8182237,,Schistosoma haematobium,miracidia,Niger,Zama Koira Tegui,6/10/2013,FTA card /dry,41
8182236,,Schistosoma haematobium,miracidia,Niger,Zama Koira Tegui,6/10/2013,FTA card /dry,10
8182235,,Schistosoma haematobium,miracidia,Niger,Zama Koira Tegui,6/10/2013,FTA card /dry,11
8182234,,Schistosoma haematobium,miracidia,Niger,Zama Koira Tegui,6/10/2013,FTA card /dry,10
8182233,,Schistosoma haematobium,miracidia,Niger,Zama Koira Tegui,6/10/2013,FTA card /dry,28
8182232,,Schistosoma haematobium,miracidia,Niger,Zama Koira Tegui,6/10/2013,FTA card /dry,12
8182231,,Schistosoma haematobium,miracidia,Niger,Zama Koira Tegui,6/10/2013,FTA card /dry,13
8182230,,Schistosoma haematobium,miracidia,Niger,Zama Koira Tegui,6/10/2013,FTA card /dry,17
8182229,,Schistosoma haematobium,miracidia,Niger,Zama Koira Tegui,6/10/2013,FTA card /dry,13
8182228,,Schistosoma haematobium,miracidia,Niger,Zama Koira Tegui,6/10/2013,FTA card /dry,2
8182227,,Schistosoma haematobium,miracidia,Niger,Zama Koira Tegui,6/10/2013,FTA card /dry,11
8182226,,Schistosoma haematobium,miracidia,Niger,Zama Koira Tegui,6/10/2013,FTA card /dry,24
8182225,,Schistosoma haematobium,miracidia,Niger,Zama Koira Tegui,6/10/2013,FTA card /dry,4
8182223,,Schistosoma haematobium,miracidia,Niger,Zama Koira Tegui,6/10/2013,FTA card /dry,12
8182222,,Schistosoma haematobium,miracidia,Niger,Zama Koira Tegui,6/10/2013,FTA card /dry,11
8182221,,Schistosoma haematobium,miracidia,Niger,Zama Koira Tegui,6/10/2013,FTA card /dry,46
8182220,,Schistosoma haematobium,miracidia,Niger,Zama Koira Tegui,6/10/2013,FTA card /dry,50
8182219,,Schistosoma haematobium,miracidia,Niger,Zama Koira Tegui,6/10/2013,FTA card /dry,45
8182218,,Schistosoma haematobium,miracidia,Niger,Zama Koira Tegui,6/10/2013,FTA card /dry,11
8182217,,Schistosoma haematobium,miracidia,Niger,Zama Koira Tegui,6/10/2013,FTA card /dry,44
8182216,,Schistosoma haematobium,miracidia,Niger,Zama Koira Tegui,6/10/2013,FTA card /dry,13
8182215,,Schistosoma haematobium,miracidia,Niger,Zama Koira Tegui,6/10/2013,FTA card /dry,46
8182214,,Schistosoma haematobium,miracidia,Niger,Zama Koira Tegui,6/10/2013,FTA card /dry,11
8182213,,Schistosoma haematobium,miracidia,Niger,Zama Koira Tegui,6/10/2013,FTA card /dry,11
8182212,,Schistosoma haematobium,miracidia,Niger,Zama Koira Tegui,6/10/2013,FTA card /dry,17
8182211,,Schistosoma haematobium,miracidia,Niger,Zama Koira Tegui,6/10/2013,FTA card /dry,12
8182210,,Schistosoma haematobium,miracidia,Niger,Namaro,6/7/2013,FTA card /dry,13
8182209,,Schistosoma haematobium,miracidia,Niger,Namaro,6/7/2013,FTA card /dry,29
8182208,,Schistosoma haematobium,miracidia,Niger,Namaro,6/7/2013,FTA card /dry,3
8182207,,Schistosoma haematobium,miracidia,Niger,Namaro,6/7/2013,FTA card /dry,69
8182206,,Schistosoma haematobium,miracidia,Niger,Namaro,6/7/2013,FTA card /dry,31
8182205,,Schistosoma haematobium,miracidia,Niger,Namaro,6/7/2013,FTA card /dry,30
8182204,,Schistosoma haematobium,miracidia,Niger,Namaro,6/7/2013,FTA card /dry,10
8182203,,Schistosoma haematobium,miracidia,Niger,Namaro,6/7/2013,FTA card /dry,69
8182202,,Schistosoma haematobium,miracidia,Niger,Namaro,6/7/2013,FTA card /dry,31
8182201,,Schistosoma haematobium,miracidia,Niger,Namaro,6/7/2013,FTA card /dry,14
8182200,,Schistosoma haematobium,miracidia,Niger,Namaro,6/7/2013,FTA card /dry,68
8182199,,Schistosoma haematobium,miracidia,Niger,Namaro,6/7/2013,FTA card /dry,31
8182198,,Schistosoma haematobium,miracidia,Niger,Namaro,6/7/2013,FTA card /dry,31
8182197,,Schistosoma haematobium,miracidia,Niger,Namaro,6/7/2013,FTA card /dry,7
8182196,,Schistosoma haematobium,miracidia,Niger,Say,6/4/2013,FTA card /dry,62
8182195,,Schistosoma haematobium,miracidia,Niger,Say,6/4/2013,FTA card /dry,26
8182194,,Schistosoma haematobium,miracidia,Niger,Say,6/4/2013,FTA card /dry,27
8182193,,Schistosoma haematobium,miracidia,Niger,Say,6/4/2013,FTA card /dry,26
8182192,,Schistosoma haematobium,miracidia,Niger,Say,6/4/2013,FTA card /dry,26
8182191,,Schistosoma haematobium,miracidia,Niger,Say,6/4/2013,FTA card /dry,25
8182190,,Schistosoma haematobium,miracidia,Niger,Say,6/4/2013,FTA card /dry,67
8182189,,Schistosoma haematobium,miracidia,Niger,Say,6/4/2013,FTA card /dry,65
8182188,,Schistosoma haematobium,miracidia,Niger,Say,6/4/2013,FTA card /dry,25
8182187,,Schistosoma haematobium,miracidia,Niger,Say,6/4/2013,FTA card /dry,17
8182186,,Schistosoma haematobium,miracidia,Niger,Say,6/4/2013,FTA card /dry,25
8182185,,Schistosoma haematobium,miracidia,Niger,Say,6/4/2013,FTA card /dry,28
8182184,,Schistosoma haematobium,miracidia,Niger,Say,6/4/2013,FTA card /dry,55
8182183,,Schistosoma haematobium,miracidia,Niger,Say,6/4/2013,FTA card /dry,56
8182182,,Schistosoma haematobium,miracidia,Niger,Say,6/4/2013,FTA card /dry,23
8182181,,Schistosoma haematobium,miracidia,Niger,Say,6/4/2013,FTA card /dry,65
8182180,,Schistosoma haematobium,miracidia,Niger,Say,6/4/2013,FTA card /dry,65
8182179,,Schistosoma haematobium,miracidia,Niger,Say,6/4/2013,FTA card /dry,24
8182178,,Schistosoma haematobium,miracidia,Niger,Say,6/4/2013,FTA card /dry,68
8182177,,Schistosoma haematobium,miracidia,Niger,Say,6/4/2013,FTA card /dry,28
8182176,,Schistosoma haematobium,miracidia,Niger,Say,6/4/2013,FTA card /dry,55
8182175,,Schistosoma haematobium,miracidia,Niger,Doguel Kaina,5/21/2013,FTA card /dry,32
8182174,,Schistosoma haematobium,miracidia,Niger,Kohan,5/14/2013,FTA card /dry,31
8182173,,Schistosoma haematobium,miracidia,Niger,Kohan,5/14/2013,FTA card /dry,32
8182172,,Schistosoma haematobium,miracidia,Niger,Bangou Koirey,4/30/2013,FTA card /dry,67
8182171,,Schistosoma haematobium,miracidia,Niger,Bangou Koirey,4/30/2013,FTA card /dry,67
8182170,,Schistosoma haematobium,miracidia,Niger,Bangou Koirey,4/30/2013,FTA card /dry,9
8182169,,Schistosoma haematobium,miracidia,Niger,Bangou Koirey,4/30/2013,FTA card /dry,67
8182168,,Schistosoma haematobium,miracidia,Niger,Bangou Koirey,4/30/2013,FTA card /dry,73
8182167,,Schistosoma haematobium,miracidia,Niger,Bangou Koirey,4/30/2013,FTA card /dry,29
8182166,,Schistosoma haematobium,miracidia,Niger,Bangou Koirey,4/30/2013,FTA card /dry,69
8182165,,Schistosoma haematobium,miracidia,Niger,Bangou Koirey,4/30/2013,FTA card /dry,66
8182164,,Schistosoma haematobium,miracidia,Niger,Bangou Koirey,4/30/2013,FTA card /dry,66
8182163,,Schistosoma haematobium,miracidia,Niger,Bangou Koirey,4/30/2013,FTA card /dry,4
8182162,,Schistosoma haematobium,miracidia,Niger,Bangou Koirey,4/30/2013,FTA card /dry,29
8182161,,Schistosoma haematobium,miracidia,Niger,Bangou Koirey,4/30/2013,FTA card /dry,28
8182160,,Schistosoma haematobium,miracidia,Niger,Bangou Koirey,4/30/2013,FTA card /dry,8
8182159,,Schistosoma haematobium,miracidia,Niger,Bangou Koirey,4/30/2013,FTA card /dry,30
8182158,,Schistosoma haematobium,miracidia,Niger,Bangou Koirey,4/30/2013,FTA card /dry,70
8182157,,Schistosoma haematobium,miracidia,Niger,Bangou Koirey,4/30/2013,FTA card /dry,67
8182156,,Schistosoma haematobium,miracidia,Niger,Bangou Koirey,4/30/2013,FTA card /dry,70
8182155,,Schistosoma haematobium,miracidia,Niger,Bangou Koirey,4/30/2013,FTA card /dry,68
8182154,,Schistosoma haematobium,miracidia,Niger,Bangou Koirey,4/30/2013,FTA card /dry,29
8182153,,Schistosoma haematobium,miracidia,Niger,Koutoukale,4/23/2013,FTA card /dry,80
8182152,,Schistosoma haematobium,miracidia,Niger,Koutoukale,4/23/2013,FTA card /dry,68
8182151,,Schistosoma haematobium,miracidia,Niger,Koutoukale,4/23/2013,FTA card /dry,66
8182150,,Schistosoma haematobium,miracidia,Niger,Koutoukale,4/23/2013,FTA card /dry,25
8182149,,Schistosoma haematobium,miracidia,Niger,Koutoukale,4/23/2013,FTA card /dry,69
8182148,,Schistosoma haematobium,miracidia,Niger,Koutoukale,4/23/2013,FTA card /dry,64
8182147,,Schistosoma haematobium,miracidia,Niger,Koutoukale,4/23/2013,FTA card /dry,66
8182146,,Schistosoma haematobium,miracidia,Niger,Koutoukale,4/23/2013,FTA card /dry,64
8182145,,Schistosoma haematobium,miracidia,Niger,Koutoukale,4/23/2013,FTA card /dry,66
8182144,,Schistosoma haematobium,miracidia,Niger,Koutoukale,4/23/2013,FTA card /dry,76
8182143,,Schistosoma haematobium,miracidia,Niger,Koutoukale,4/23/2013,FTA card /dry,27
8182142,,Schistosoma haematobium,miracidia,Niger,Koutoukale,4/23/2013,FTA card /dry,67
8182141,,Schistosoma haematobium,miracidia,Niger,Koutoukale,4/23/2013,FTA card /dry,72
8182140,,Schistosoma haematobium,miracidia,Niger,Koutoukale,4/23/2013,FTA card /dry,64
8182139,,Schistosoma haematobium,miracidia,Niger,Koutoukale,4/23/2013,FTA card /dry,27
8182138,,Schistosoma haematobium,miracidia,Niger,Koutoukale,4/23/2013,FTA card /dry,70
8182137,,Schistosoma haematobium,miracidia,Niger,Koutoukale,4/23/2013,FTA card /dry,27
8182136,,Schistosoma haematobium,miracidia,Niger,Koutoukale,4/23/2013,FTA card /dry,64
8182135,,Schistosoma haematobium,miracidia,Niger,Koutoukale,4/23/2013,FTA card /dry,73
8182134,,Schistosoma haematobium,miracidia,Niger,Koutoukale,4/23/2013,FTA card /dry,66
8182133,,Schistosoma haematobium,miracidia,Niger,Koutoukale,4/23/2013,FTA card /dry,65
8182132,,Schistosoma haematobium,miracidia,Niger,Koutoukale,4/23/2013,FTA card /dry,74
8182131,,Schistosoma haematobium,miracidia,Niger,Koutoukale,4/23/2013,FTA card /dry,65
8182130,,Schistosoma haematobium,miracidia,Niger,Koutoukale,4/23/2013,FTA card /dry,64
8182129,,Schistosoma haematobium,miracidia,Niger,Koutoukale,4/23/2013,FTA card /dry,67
8182128,,Schistosoma haematobium,miracidia,Niger,Koutoukale,4/23/2013,FTA card /dry,66
8182127,,Schistosoma haematobium,miracidia,Niger,Koutoukale,4/23/2013,FTA card /dry,44
8182126,,Schistosoma haematobium,miracidia,Niger,Koutoukale,4/23/2013,FTA card /dry,67
8182124,,Schistosoma haematobium,miracidia,Niger,Koutoukale,4/23/2013,FTA card /dry,20
8182123,,Schistosoma haematobium,miracidia,Niger,Koutoukale,4/23/2013,FTA card /dry,42
8182122,,Schistosoma haematobium,miracidia,Niger,Koutoukale,4/23/2013,FTA card /dry,65
8182121,,Schistosoma haematobium,miracidia,Niger,Koutoukale,4/23/2013,FTA card /dry,67
8182120,,Schistosoma haematobium,miracidia,Niger,Koutoukale,4/23/2013,FTA card /dry,64
8182119,,Schistosoma haematobium,miracidia,Niger,Koutoukale,4/23/2013,FTA card /dry,64
8182118,,Schistosoma haematobium,miracidia,Niger,Koutoukale,4/23/2013,FTA card /dry,66
8182117,,Schistosoma haematobium,miracidia,Niger,Koutoukale,4/23/2013,FTA card /dry,71
8182116,,Schistosoma haematobium,miracidia,Niger,Koutoukale,4/23/2013,FTA card /dry,71
8182115,,Schistosoma haematobium,miracidia,Niger,Koutoukale,4/23/2013,FTA card /dry,65
8182114,,Schistosoma haematobium,miracidia,Niger,Koutoukale,4/23/2013,FTA card /dry,65
8182113,,Schistosoma haematobium,miracidia,Niger,Koutoukale,4/23/2013,FTA card /dry,71
8182112,,Schistosoma haematobium,miracidia,Niger,Koutoukale,4/23/2013,FTA card /dry,70
8182111,,Schistosoma haematobium,miracidia,Niger,Koutoukale,4/23/2013,FTA card /dry,66
8182110,,Schistosoma haematobium,miracidia,Niger,Koutoukale,4/23/2013,FTA card /dry,28
8182109,,Schistosoma haematobium,miracidia,Niger,Koutoukale,4/23/2013,FTA card /dry,54
8182108,,Schistosoma haematobium,miracidia,Niger,Koutoukale,4/23/2013,FTA card /dry,20
8182107,,Schistosoma haematobium,miracidia,Niger,Koutoukale,4/23/2013,FTA card /dry,64
