Specimen ID,Intermediate host (if applicable),Taxonomic name,Lifestage,Country,Locality,Collection date,Storage method,No. of samples
8187493,"Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica",Schistosoma mansoni,cercariae,Tanzania,Luchelele,5/7/2015,FTA card /dry,27
8187494,"Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica",Schistosoma mansoni,cercariae,Tanzania,Luchelele,5/7/2015,FTA card /dry,35
8187495,"Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica",Schistosoma mansoni,cercariae,Tanzania,Sekagi,5/12/2015,FTA card /dry,36
8187496,"Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica",Schistosoma mansoni,cercariae,Tanzania,Sekagi,5/12/2015,FTA card /dry,6
8187497,"Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica",Schistosoma mansoni,cercariae,Tanzania,Sekagi,5/12/2015,FTA card /dry,44
8187499,"Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica",Schistosoma mansoni,cercariae,Tanzania,Sekagi,5/12/2015,FTA card /dry,30
8187500,"Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica",Schistosoma mansoni,cercariae,Tanzania,Sekagi,5/12/2015,FTA card /dry,36
8187501,"Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica",Schistosoma mansoni,cercariae,Tanzania,Sekagi,5/12/2015,FTA card /dry,36
8187502,"Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica",Schistosoma mansoni,cercariae,Tanzania,Sekagi,5/12/2015,FTA card /dry,36
8187503,"Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica",Schistosoma mansoni,cercariae,Tanzania,Sekagi,5/12/2015,FTA card /dry,36
8187504,"Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica",Schistosoma mansoni,cercariae,Tanzania,Sekagi,5/12/2015,FTA card /dry,41
8187505,"Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica",Schistosoma mansoni,cercariae,Tanzania,Kabita,5/12/2015,FTA card /dry,32
8187506,"Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica",Schistosoma mansoni,cercariae,Tanzania,Sekagi,5/13/2015,FTA card /dry,26
8187507,"Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica",Schistosoma mansoni,cercariae,Tanzania,Sekagi,5/13/2015,FTA card /dry,26
8187508,"Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica",Schistosoma mansoni,cercariae,Tanzania,Sekagi,5/13/2015,FTA card /dry,36
8187509,"Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica",Schistosoma mansoni,cercariae,Tanzania,Sekagi,5/13/2015,FTA card /dry,17
8187510,"Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica",Schistosoma mansoni,cercariae,Tanzania,Sekagi,5/13/2015,FTA card /dry,36
8187511,"Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica",Schistosoma mansoni,cercariae,Tanzania,Sekagi,5/13/2015,FTA card /dry,37
8187512,"Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica",Schistosoma mansoni,cercariae,Tanzania,Sekagi,5/13/2015,FTA card /dry,16
8187513,"Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica",Schistosoma mansoni,cercariae,Tanzania,Sekagi,5/13/2015,FTA card /dry,17
8187515,"Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica",Schistosoma mansoni,cercariae,Tanzania,Sekagi,5/13/2015,FTA card /dry,26
8187516,"Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica",Schistosoma mansoni,cercariae,Tanzania,Sekagi,5/13/2015,FTA card /dry,26
8187517,"Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica",Schistosoma mansoni,cercariae,Tanzania,Nyamatongo,5/16/2015,FTA card /dry,36
8187518,"Biomphalaria choanomphala, Biomphalaria choanomphala, Biomphalaria choanomphala, Biomphalaria choanomphala, Biomphalaria choanomphala",Schistosoma mansoni,cercariae,Tanzania,Luhama,5/19/2015,FTA card /dry,46
8187519,"Biomphalaria choanomphala, Biomphalaria choanomphala, Biomphalaria choanomphala, Biomphalaria choanomphala, Biomphalaria choanomphala",Schistosoma mansoni,cercariae,Tanzania,Luhama,5/19/2015,FTA card /dry,55
8187520,"Biomphalaria choanomphala, Biomphalaria choanomphala, Biomphalaria choanomphala, Biomphalaria choanomphala, Biomphalaria choanomphala",Schistosoma mansoni,cercariae,Tanzania,Luhama,5/19/2015,FTA card /dry,36
8187521,"Biomphalaria choanomphala, Biomphalaria choanomphala, Biomphalaria choanomphala, Biomphalaria choanomphala, Biomphalaria choanomphala",Schistosoma mansoni,cercariae,Tanzania,Luhama,5/19/2015,FTA card /dry,41
8187522,"Bulinus, Bulinus, Bulinus, Bulinus, Bulinus",Trematoda,cercariae,Tanzania,Luhama,5/19/2015,FTA card /dry,45
8187523,"Bulinus, Bulinus, Bulinus, Bulinus, Bulinus",Trematoda,cercariae,Tanzania,Luhama,5/19/2015,FTA card /dry,45
8187524,"Biomphalaria choanomphala, Biomphalaria choanomphala, Biomphalaria choanomphala, Biomphalaria choanomphala, Biomphalaria choanomphala",Schistosoma mansoni,cercariae,Tanzania,Luhama,5/19/2015,FTA card /dry,39
8187525,"Biomphalaria choanomphala, Biomphalaria choanomphala, Biomphalaria choanomphala, Biomphalaria choanomphala, Biomphalaria choanomphala",Schistosoma mansoni,cercariae,Tanzania,Luhama,5/19/2015,FTA card /dry,41
8187526,"Biomphalaria choanomphala, Biomphalaria choanomphala, Biomphalaria choanomphala, Biomphalaria choanomphala, Biomphalaria choanomphala",Schistosoma mansoni,cercariae,Tanzania,Nyandago,5/21/2015,FTA card /dry,46
8187527,,Schistosoma mansoni,cercariae,Tanzania,Chole,8/19/2015,FTA card /dry,32
8187528,,Schistosoma mansoni,cercariae,Tanzania,Chole,8/19/2015,FTA card /dry,43
8187529,,Schistosoma mansoni,cercariae,Tanzania,Chole,8/19/2015,FTA card /dry,24
8187531,,Schistosoma mansoni,cercariae,Tanzania,Kigongo,8/19/2015,FTA card /dry,36
8187532,,Schistosoma mansoni,cercariae,Tanzania,Kigongo,8/19/2015,FTA card /dry,38
8187533,,Schistosoma mansoni,cercariae,Tanzania,Nyandago,8/22/2015,FTA card /dry,41
8187534,,Schistosoma mansoni,cercariae,Tanzania,Nyamatongo,8/25/2015,FTA card /dry,30
8187535,,Schistosoma mansoni,cercariae,Tanzania,Nyamatongo,8/25/2015,FTA card /dry,38
8187536,"Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica",Schistosoma mansoni,cercariae,Tanzania,Kigongo,1/13/2012,FTA card /dry,3
8187537,"Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica",Trematoda,cercariae,Tanzania,Kasenyi,2/12/2014,FTA card /dry,35
8187538,"Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica, Biomphalaria sudanica",Schistosoma mansoni,cercariae,Tanzania,Luchelele,7/20/2013,FTA card /dry,110
8187539,,Schistosoma mansoni,cercariae,Tanzania,Kigongo,11/3/2015,FTA card /dry,42
8187540,,Schistosoma mansoni,cercariae,Tanzania,Kigongo,11/3/2015,FTA card /dry,39
8187541,,Schistosoma mansoni,cercariae,Tanzania,Kigongo,11/3/2015,FTA card /dry,41
8187542,,Schistosoma mansoni,cercariae,Tanzania,Kigongo,11/3/2015,FTA card /dry,39
8187543,,Schistosoma mansoni,cercariae,Tanzania,Kigongo,11/3/2015,FTA card /dry,41
8187544,,Schistosoma mansoni,cercariae,Tanzania,Kigongo,11/3/2015,FTA card /dry,38
8187545,,Schistosoma mansoni,cercariae,Tanzania,Kigongo,11/5/2015,FTA card /dry,43
8187547,,Schistosoma mansoni,cercariae,Tanzania,Kigongo,11/11/2015,FTA card /dry,34
8187548,,Schistosoma mansoni,cercariae,Tanzania,Kigongo,1/15/2015,FTA card /dry,24
8187549,,Schistosoma mansoni,cercariae,Tanzania,Kigongo,1/15/2015,FTA card /dry,23
8187550,,Schistosoma mansoni,cercariae,Tanzania,Kigongo,2/20/2015,FTA card /dry,24
8187551,,Schistosoma mansoni,cercariae,Tanzania,Kigongo,2/20/2015,FTA card /dry,23
8187552,,Schistosoma mansoni,cercariae,Tanzania,Kigongo,2/20/2015,FTA card /dry,46
8187553,,Schistosoma mansoni,cercariae,Tanzania,Kigongo,2/20/2015,FTA card /dry,25
8187554,,Schistosoma mansoni,cercariae,Tanzania,Kabita,2/21/2015,FTA card /dry,43
8187555,,Schistosoma mansoni,cercariae,Tanzania,Kabita,2/21/2015,FTA card /dry,29
8187556,,Schistosoma mansoni,cercariae,Tanzania,Kabita,2/21/2015,FTA card /dry,28
8187557,,Schistosoma mansoni,cercariae,Tanzania,Luhama,2/27/2015,FTA card /dry,24
8187558,,Schistosoma mansoni,cercariae,Tanzania,Luhama,2/27/2015,FTA card /dry,28
8187559,,Schistosoma mansoni,cercariae,Tanzania,Sekagi,2/21/2015,FTA card /dry,43
8187560,,Schistosoma mansoni,cercariae,Tanzania,Sekagi,2/21/2015,FTA card /dry,24
8187561,,Schistosoma mansoni,cercariae,Tanzania,Sekagi,2/21/2015,FTA card /dry,23
8187562,,Schistosoma mansoni,cercariae,Tanzania,Luchelele,2/19/2015,FTA card /dry,49
8187564,,Schistosoma mansoni,cercariae,Tanzania,Luhara,2/25/2015,FTA card /dry,50
8187565,,Schistosoma mansoni,cercariae,Tanzania,Luhara,2/25/2015,FTA card /dry,24
8187566,,Schistosoma mansoni,cercariae,Tanzania,Luhara,2/25/2015,FTA card /dry,24
8187567,,Schistosoma mansoni,cercariae,Tanzania,Luhara,2/25/2015,FTA card /dry,42
8187568,,Schistosoma mansoni,miracidia,Tanzania,Luchelele,1/11/2012,FTA card /dry,40
8187569,,Schistosoma mansoni,miracidia,Tanzania,Luchelele,1/11/2012,FTA card /dry,59
8187570,,Schistosoma mansoni,miracidia,Tanzania,Luchelele,1/11/2012,FTA card /dry,56
8187571,,Schistosoma mansoni,miracidia,Tanzania,Luchelele,1/11/2012,FTA card /dry,2
8187572,,Schistosoma mansoni,miracidia,Tanzania,Luchelele,1/11/2012,FTA card /dry,13
8187573,,Schistosoma mansoni,miracidia,Tanzania,Luchelele,1/11/2012,FTA card /dry,25
8187574,,Schistosoma mansoni,miracidia,Tanzania,Luchelele,1/11/2012,FTA card /dry,5
8187576,,Schistosoma mansoni,miracidia,Tanzania,Luchelele,1/11/2012,FTA card /dry,60
8187577,,Schistosoma mansoni,miracidia,Tanzania,Luchelele,1/11/2012,FTA card /dry,2
8187578,,Schistosoma mansoni,miracidia,Tanzania,Luchelele,1/11/2012,FTA card /dry,50
8187580,,Schistosoma mansoni,miracidia,Tanzania,Luchelele,1/11/2012,FTA card /dry,51
8187581,,Schistosoma mansoni,miracidia,Tanzania,Luchelele,1/11/2012,FTA card /dry,59
8187582,,Schistosoma mansoni,miracidia,Tanzania,Luchelele,1/11/2012,FTA card /dry,54
8187584,,Schistosoma mansoni,miracidia,Tanzania,Luchelele,1/11/2012,FTA card /dry,12
8187585,,Schistosoma mansoni,miracidia,Tanzania,Luchelele,1/11/2012,FTA card /dry,1
8187586,,Schistosoma mansoni,miracidia,Tanzania,Luchelele,1/11/2012,FTA card /dry,39
8187587,,Schistosoma mansoni,miracidia,Tanzania,Bukumbi,1/13/2012,FTA card /dry,5
8187588,,Schistosoma mansoni,miracidia,Tanzania,Bukumbi,1/13/2012,FTA card /dry,24
8187589,,Schistosoma mansoni,miracidia,Tanzania,Bukumbi,1/13/2012,FTA card /dry,42
8187590,,Schistosoma mansoni,miracidia,Tanzania,Bukumbi,1/13/2012,FTA card /dry,39
8187591,,Schistosoma mansoni,miracidia,Tanzania,Bukumbi,1/13/2012,FTA card /dry,56
8187592,,Schistosoma mansoni,miracidia,Tanzania,Bukumbi,1/13/2012,FTA card /dry,45
8187593,,Schistosoma mansoni,miracidia,Tanzania,Bukumbi,1/13/2012,FTA card /dry,43
8187594,,Schistosoma mansoni,miracidia,Tanzania,Bukumbi,1/13/2012,FTA card /dry,50
8187595,,Schistosoma mansoni,miracidia,Tanzania,Bukumbi,1/13/2012,FTA card /dry,19
8187598,,Schistosoma mansoni,miracidia,Tanzania,Bukumbi,1/13/2012,FTA card /dry,19
8187599,,Schistosoma mansoni,miracidia,Tanzania,Bukumbi,1/13/2012,FTA card /dry,39
8187600,,Schistosoma mansoni,miracidia,Tanzania,Bukumbi,1/13/2012,FTA card /dry,41
8187601,,Schistosoma mansoni,miracidia,Tanzania,Bukumbi,1/13/2012,FTA card /dry,37
8187602,,Schistosoma mansoni,miracidia,Tanzania,Bukumbi,1/13/2012,FTA card /dry,48
8187603,,Schistosoma mansoni,miracidia,Tanzania,Bukumbi,1/13/2012,FTA card /dry,39
8187604,,Schistosoma mansoni,miracidia,Tanzania,Bukumbi,1/13/2012,FTA card /dry,50
8187605,,Schistosoma mansoni,miracidia,Tanzania,Bukumbi,1/13/2012,FTA card /dry,11
8187606,,Schistosoma mansoni,miracidia,Tanzania,Bukumbi,1/13/2012,FTA card /dry,39
8187607,,Schistosoma mansoni,miracidia,Tanzania,Bukumbi,1/13/2012,FTA card /dry,44
8187608,,Schistosoma mansoni,miracidia,Tanzania,Bukumbi,1/13/2012,FTA card /dry,6
8187611,,Schistosoma mansoni,miracidia,Tanzania,Isamilo,1/13/2012,FTA card /dry,41
8187612,,Schistosoma mansoni,miracidia,Tanzania,Isamilo,1/13/2012,FTA card /dry,37
8187613,,Schistosoma mansoni,miracidia,Tanzania,Isamilo,1/13/2012,FTA card /dry,1
8187615,,Schistosoma mansoni,miracidia,Tanzania,Isamilo,1/13/2012,FTA card /dry,9
8187617,,Schistosoma mansoni,miracidia,Tanzania,Isamilo,1/13/2012,FTA card /dry,36
8187618,,Schistosoma mansoni,miracidia,Tanzania,Isamilo,1/13/2012,FTA card /dry,22
8187619,,Schistosoma mansoni,miracidia,Tanzania,Isamilo,1/13/2012,FTA card /dry,19
8187620,,Schistosoma mansoni,miracidia,Tanzania,Isamilo,1/13/2012,FTA card /dry,30
8187621,,Schistosoma mansoni,miracidia,Tanzania,Isamilo,1/13/2012,FTA card /dry,33
8187622,,Schistosoma mansoni,miracidia,Tanzania,Isamilo,1/13/2012,FTA card /dry,40
8187624,,Schistosoma mansoni,miracidia,Tanzania,Nyamahona,1/16/2012,FTA card /dry,4
8187625,,Schistosoma mansoni,miracidia,Tanzania,Nyamahona,1/16/2012,FTA card /dry,2
8187626,,Schistosoma mansoni,miracidia,Tanzania,Nyamahona,1/16/2012,FTA card /dry,4
8187627,,Schistosoma mansoni,miracidia,Tanzania,Nyamahona,1/16/2012,FTA card /dry,16
8187628,,Schistosoma mansoni,miracidia,Tanzania,Nyamahona,1/16/2012,FTA card /dry,6
8187629,,Schistosoma mansoni,miracidia,Tanzania,Nyamahona,1/16/2012,FTA card /dry,14
8187633,,Schistosoma mansoni,miracidia,Tanzania,Nyamahona,1/16/2012,FTA card /dry,24
8187634,,Schistosoma mansoni,miracidia,Tanzania,Nyamahona,1/16/2012,FTA card /dry,9
8187636,,Schistosoma mansoni,miracidia,Tanzania,Mwangika,1/17/2012,FTA card /dry,1
8187637,,Schistosoma mansoni,miracidia,Tanzania,Mwangika,1/17/2012,FTA card /dry,2
8187638,,Schistosoma mansoni,miracidia,Tanzania,Mwangika,1/17/2012,FTA card /dry,1
8187639,,Schistosoma mansoni,miracidia,Tanzania,Mwangika,1/17/2012,FTA card /dry,9
8187640,,Schistosoma mansoni,miracidia,Tanzania,Mwangika,1/17/2012,FTA card /dry,36
8187641,,Schistosoma mansoni,miracidia,Tanzania,Mwangika,1/17/2012,FTA card /dry,25
8187642,,Schistosoma mansoni,miracidia,Tanzania,Mwangika,1/17/2012,FTA card /dry,13
8187643,,Schistosoma mansoni,miracidia,Tanzania,Mwangika,1/17/2012,FTA card /dry,4
8187644,,Schistosoma mansoni,miracidia,Tanzania,Mwangika,1/17/2012,FTA card /dry,1
8187645,,Schistosoma mansoni,miracidia,Tanzania,Mwangika,1/17/2012,FTA card /dry,1
8187646,,Schistosoma mansoni,miracidia,Tanzania,Mwangika,1/17/2012,FTA card /dry,27
8187647,,Schistosoma mansoni,miracidia,Tanzania,Mwangika,1/17/2012,FTA card /dry,18
8187648,,Schistosoma mansoni,miracidia,Tanzania,Mwangika,1/17/2012,FTA card /dry,5
8187650,,Schistosoma mansoni,miracidia,Tanzania,Nyamazugo,1/18/2012,FTA card /dry,15
8187651,,Schistosoma mansoni,miracidia,Tanzania,Nyamazugo,1/18/2012,FTA card /dry,4
8187652,,Schistosoma mansoni,miracidia,Tanzania,Nyamazugo,1/18/2012,FTA card /dry,4
8187653,,Schistosoma mansoni,miracidia,Tanzania,Nyamazugo,1/18/2012,FTA card /dry,24
8187655,,Schistosoma mansoni,miracidia,Tanzania,Nyamazugo,1/18/2012,FTA card /dry,2
8187656,,Schistosoma mansoni,miracidia,Tanzania,Nyamazugo,1/18/2012,FTA card /dry,25
8187657,,Schistosoma mansoni,miracidia,Tanzania,Nyamazugo,1/18/2012,FTA card /dry,16
8187658,,Schistosoma mansoni,miracidia,Tanzania,Nyamazugo,1/18/2012,FTA card /dry,22
8187660,,Schistosoma mansoni,miracidia,Tanzania,Nyamazugo,1/18/2012,FTA card /dry,43
8187661,,Schistosoma mansoni,miracidia,Tanzania,Nyamazugo,1/18/2012,FTA card /dry,40
8187662,,Schistosoma mansoni,miracidia,Tanzania,Nyamazugo,1/18/2012,FTA card /dry,16
8187663,,Schistosoma mansoni,miracidia,Tanzania,Nyamazugo,1/18/2012,FTA card /dry,47
8187664,,Schistosoma mansoni,miracidia,Tanzania,Nyamazugo,1/18/2012,FTA card /dry,20
8187665,,Schistosoma mansoni,miracidia,Tanzania,Nyamazugo,1/18/2012,FTA card /dry,27
8187668,,Schistosoma mansoni,miracidia,Tanzania,Nyamazugo,1/18/2012,FTA card /dry,14
8187670,,Schistosoma mansoni,miracidia,Tanzania,Nyamazugo,1/18/2012,FTA card /dry,39
8187671,,Schistosoma mansoni,miracidia,Tanzania,Nyamazugo,1/18/2012,FTA card /dry,49
8187672,,Schistosoma mansoni,miracidia,Tanzania,Nyamazugo,1/18/2012,FTA card /dry,49
8187673,,Schistosoma mansoni,miracidia,Tanzania,Nyamazugo,1/18/2012,FTA card /dry,112
8187674,,Schistosoma mansoni,miracidia,Tanzania,Nyamazugo,1/18/2012,FTA card /dry,48
8187675,,Schistosoma mansoni,miracidia,Tanzania,Nyamazugo,1/18/2012,FTA card /dry,49
8187676,,Schistosoma mansoni,miracidia,Tanzania,Nyamazugo,1/18/2012,FTA card /dry,16
8187677,,Schistosoma mansoni,miracidia,Tanzania,Nyamazugo,1/18/2012,FTA card /dry,22
8187678,,Schistosoma mansoni,miracidia,Tanzania,Nyamazugo,1/18/2012,FTA card /dry,10
8187679,,Schistosoma mansoni,miracidia,Tanzania,Nyamazugo,1/18/2012,FTA card /dry,10
8187680,,Schistosoma mansoni,miracidia,Tanzania,Kasomeko,1/19/2012,FTA card /dry,42
8187681,,Schistosoma mansoni,miracidia,Tanzania,Kasomeko,1/19/2012,FTA card /dry,26
8187683,,Schistosoma mansoni,miracidia,Tanzania,Kasomeko,1/19/2012,FTA card /dry,53
8187684,,Schistosoma mansoni,miracidia,Tanzania,Kasomeko,1/19/2012,FTA card /dry,39
8187685,,Schistosoma mansoni,miracidia,Tanzania,Kasomeko,1/19/2012,FTA card /dry,59
8187686,,Schistosoma mansoni,miracidia,Tanzania,Kasomeko,1/19/2012,FTA card /dry,10
8187687,,Schistosoma mansoni,miracidia,Tanzania,Kasomeko,1/19/2012,FTA card /dry,20
8187688,,Schistosoma mansoni,miracidia,Tanzania,Kasomeko,1/19/2012,FTA card /dry,27
8187689,,Schistosoma mansoni,miracidia,Tanzania,Kasomeko,1/19/2012,FTA card /dry,56
8187690,,Schistosoma mansoni,miracidia,Tanzania,Kasomeko,1/19/2012,FTA card /dry,40
8187691,,Schistosoma mansoni,miracidia,Tanzania,Kasomeko,1/19/2012,FTA card /dry,53
8187693,,Schistosoma mansoni,miracidia,Tanzania,Kasomeko,1/19/2012,FTA card /dry,13
8187694,,Schistosoma mansoni,miracidia,Tanzania,Kasomeko,1/19/2012,FTA card /dry,53
8187695,,Schistosoma mansoni,miracidia,Tanzania,Kasomeko,1/19/2012,FTA card /dry,44
8187696,,Schistosoma mansoni,miracidia,Tanzania,Kasomeko,1/19/2012,FTA card /dry,47
8187697,,Schistosoma mansoni,miracidia,Tanzania,Kasomeko,1/19/2012,FTA card /dry,44
8187698,,Schistosoma mansoni,miracidia,Tanzania,Kasomeko,1/19/2012,FTA card /dry,51
8187700,,Schistosoma mansoni,miracidia,Tanzania,Kasomeko,1/19/2012,FTA card /dry,52
8187701,,Schistosoma mansoni,miracidia,Tanzania,Kasomeko,1/19/2012,FTA card /dry,38
8187702,,Schistosoma mansoni,miracidia,Tanzania,Kasomeko,1/19/2012,FTA card /dry,47
8187703,,Schistosoma mansoni,miracidia,Tanzania,Kasomeko,1/19/2012,FTA card /dry,55
8187704,,Schistosoma mansoni,miracidia,Tanzania,Kasomeko,1/19/2012,FTA card /dry,32
8187705,,Schistosoma mansoni,miracidia,Tanzania,Kasomeko,1/19/2012,FTA card /dry,47
8187706,,Schistosoma mansoni,miracidia,Tanzania,Kasomeko,1/19/2012,FTA card /dry,34
8187707,,Schistosoma mansoni,miracidia,Tanzania,Kasomeko,1/19/2012,FTA card /dry,27
8187708,,Schistosoma mansoni,miracidia,Tanzania,Kasomeko,1/19/2012,FTA card /dry,35
8187709,,Schistosoma mansoni,miracidia,Tanzania,Kasomeko,1/19/2012,FTA card /dry,50
8187710,,Schistosoma mansoni,miracidia,Tanzania,Katunguru,1/20/2012,FTA card /dry,52
8187711,,Schistosoma mansoni,miracidia,Tanzania,Katunguru,1/20/2012,FTA card /dry,37
8187712,,Schistosoma mansoni,miracidia,Tanzania,Katunguru,1/20/2012,FTA card /dry,47
8187713,,Schistosoma mansoni,miracidia,Tanzania,Katunguru,1/20/2012,FTA card /dry,39
8187714,,Schistosoma mansoni,miracidia,Tanzania,Katunguru,1/20/2012,FTA card /dry,39
8187715,,Schistosoma mansoni,miracidia,Tanzania,Katunguru,1/20/2012,FTA card /dry,38
8187717,,Schistosoma mansoni,miracidia,Tanzania,Katunguru,1/20/2012,FTA card /dry,48
8187718,,Schistosoma mansoni,miracidia,Tanzania,Katunguru,1/20/2012,FTA card /dry,8
8187719,,Schistosoma mansoni,miracidia,Tanzania,Katunguru,1/20/2012,FTA card /dry,2
8187720,,Schistosoma mansoni,miracidia,Tanzania,Katunguru,1/20/2012,FTA card /dry,5
8187721,,Schistosoma mansoni,miracidia,Tanzania,Katunguru,1/20/2012,FTA card /dry,13
8187722,,Schistosoma mansoni,miracidia,Tanzania,Katunguru,1/20/2012,FTA card /dry,8
8187723,,Schistosoma mansoni,miracidia,Tanzania,Katunguru,1/20/2012,FTA card /dry,14
8187724,,Schistosoma mansoni,miracidia,Tanzania,Katunguru,1/20/2012,FTA card /dry,39
8187725,,Schistosoma mansoni,miracidia,Tanzania,Katunguru,1/20/2012,FTA card /dry,44
8187726,,Schistosoma mansoni,miracidia,Tanzania,Katunguru,1/20/2012,FTA card /dry,39
8187727,,Schistosoma mansoni,miracidia,Tanzania,Katunguru,1/20/2012,FTA card /dry,6
8187728,,Schistosoma mansoni,miracidia,Tanzania,Katunguru,1/20/2012,FTA card /dry,52
8187729,,Schistosoma mansoni,miracidia,Tanzania,Katunguru,1/20/2012,FTA card /dry,43
8187730,,Schistosoma mansoni,miracidia,Tanzania,Katunguru,1/20/2012,FTA card /dry,49
8187731,,Schistosoma mansoni,miracidia,Tanzania,Chamabanda,1/23/2012,FTA card /dry,38
8187732,,Schistosoma mansoni,miracidia,Tanzania,Chamabanda,1/23/2012,FTA card /dry,10
8187733,,Schistosoma mansoni,miracidia,Tanzania,Chamabanda,1/23/2012,FTA card /dry,37
8187735,,Schistosoma mansoni,miracidia,Tanzania,Chamabanda,1/23/2012,FTA card /dry,39
8187736,,Schistosoma mansoni,miracidia,Tanzania,Chamabanda,1/23/2012,FTA card /dry,46
8187737,,Schistosoma mansoni,miracidia,Tanzania,Chamabanda,1/23/2012,FTA card /dry,38
8187738,,Schistosoma mansoni,miracidia,Tanzania,Chamabanda,1/23/2012,FTA card /dry,36
8187739,,Schistosoma mansoni,miracidia,Tanzania,Chamabanda,1/23/2012,FTA card /dry,36
8187740,,Schistosoma mansoni,miracidia,Tanzania,Chamabanda,1/23/2012,FTA card /dry,32
8187741,,Schistosoma mansoni,miracidia,Tanzania,Chamabanda,1/23/2012,FTA card /dry,43
8187742,,Schistosoma mansoni,miracidia,Tanzania,Chamabanda,1/23/2012,FTA card /dry,37
8187745,,Schistosoma mansoni,miracidia,Tanzania,Chamabanda,1/23/2012,FTA card /dry,53
8187746,,Schistosoma mansoni,miracidia,Tanzania,Chamabanda,1/23/2012,FTA card /dry,39
8187747,,Schistosoma mansoni,miracidia,Tanzania,Chamabanda,1/23/2012,FTA card /dry,13
8187748,,Schistosoma mansoni,miracidia,Tanzania,Chamabanda,1/23/2012,FTA card /dry,44
8187749,,Schistosoma mansoni,miracidia,Tanzania,Chamabanda,1/23/2012,FTA card /dry,30
8187750,,Schistosoma mansoni,miracidia,Tanzania,Chamabanda,1/23/2012,FTA card /dry,31
8187752,,Schistosoma mansoni,miracidia,Tanzania,Chamabanda,1/23/2012,FTA card /dry,33
8187753,,Schistosoma mansoni,miracidia,Tanzania,Chamabanda,1/23/2012,FTA card /dry,41
8187754,,Schistosoma mansoni,miracidia,Tanzania,Chamabanda,1/23/2012,FTA card /dry,41
8187755,,Schistosoma mansoni,miracidia,Tanzania,Nyamatongo,1/24/2012,FTA card /dry,19
8187756,,Schistosoma mansoni,miracidia,Tanzania,Nyamatongo,1/24/2012,FTA card /dry,19
8187759,,Schistosoma mansoni,miracidia,Tanzania,Nyamatongo,1/24/2012,FTA card /dry,6
8187760,,Schistosoma mansoni,miracidia,Tanzania,Nyamatongo,1/24/2012,FTA card /dry,10
8187761,,Schistosoma mansoni,miracidia,Tanzania,Nyamatongo,1/24/2012,FTA card /dry,5
8187762,,Schistosoma mansoni,miracidia,Tanzania,Nyamatongo,1/24/2012,FTA card /dry,22
